ink_iron_ratio,parchment_density,carbon_14_ratio,scribal_pressure_var,pigment_layer_count,uv_fluorescence_idx,linguistic_anachronism_score,vellum_thickness_mm,is_authentic
0.505,0.708,0.9846,79.9,2,0.819,5.55,0.527,0
0.574,1.071,0.9248,48.4,4,0.221,5.38,0.332,1
0.406,0.956,0.9237,88.9,2,0.176,8.31,0.479,0
0.758,0.724,0.8563,80.0,4,0.07,9.32,0.558,0
0.872,0.52,0.9348,50.8,4,0.328,1.0,0.445,1
0.272,0.954,0.9317,15.5,4,0.326,2.24,0.261,0
0.713,1.069,0.895,28.0,3,0.303,3.92,0.332,1
0.66,0.66,0.8995,72.1,4,0.593,2.96,0.215,1
0.521,0.902,0.9668,18.9,6,0.752,4.08,0.329,0
0.22,0.66,0.9136,47.6,4,0.938,0.41,0.223,0
0.766,0.731,1.0161,58.4,1,0.094,0.66,0.504,0
0.915,0.772,0.8723,80.3,6,0.15,8.38,0.405,0
0.7,0.998,0.9655,77.8,5,0.59,1.03,0.417,0
0.876,1.18,0.882,71.1,5,0.098,8.24,0.155,1
0.936,0.7,0.9556,42.6,5,0.371,3.07,0.101,1
0.367,0.608,0.9605,21.4,2,0.625,3.09,0.495,0
0.624,0.636,0.9785,63.6,7,0.781,1.01,0.371,1
0.477,0.421,0.9355,24.5,7,0.218,0.13,0.566,1
0.938,0.567,0.9519,54.9,2,0.668,3.55,0.369,1
0.134,0.378,0.8862,88.5,2,0.646,8.35,0.207,0
0.421,0.685,0.9426,54.0,2,0.86,9.2,0.449,0
0.838,0.451,0.9246,61.6,7,0.314,0.62,0.45,0
0.306,0.612,0.9832,64.2,7,0.75,0.31,0.133,0
0.759,1.014,0.937,76.4,2,0.752,1.59,0.447,0
0.395,0.521,1.0059,44.8,5,0.239,7.66,0.206,0
0.932,0.851,0.9352,49.8,2,0.621,2.05,0.227,0
0.845,1.111,0.8972,24.1,1,0.675,2.31,0.116,0
0.321,0.81,0.9047,59.2,2,0.274,8.89,0.414,0
0.743,0.474,0.8591,33.7,1,0.452,8.75,0.466,0
0.353,0.61,0.958,50.6,6,0.436,6.7,0.215,0
0.596,0.831,1.0162,71.3,6,0.774,1.64,0.496,0
0.643,0.756,1.0038,11.4,2,0.001,3.81,0.481,1
0.797,0.434,0.9376,55.1,4,0.501,2.36,0.305,0
0.072,0.702,0.8892,23.9,2,0.184,6.72,0.134,0
0.248,0.789,1.0227,32.4,4,0.647,7.8,0.24,0
0.691,0.541,0.8614,12.8,7,0.68,1.42,0.183,1
0.557,0.851,0.9298,23.6,7,0.501,8.98,0.579,1
0.496,0.363,1.0213,88.9,6,0.542,4.63,0.509,1
0.1,0.603,0.9286,89.9,2,0.315,7.95,0.139,0
0.363,1.024,0.8736,67.6,2,0.313,0.52,0.357,0
0.829,0.533,0.9032,58.9,2,0.745,3.61,0.233,0
0.078,0.845,0.97,72.2,1,0.132,0.15,0.116,0
0.407,0.669,0.8804,81.7,5,0.772,7.18,0.261,0
0.901,0.585,0.981,51.5,5,0.655,0.79,0.164,1
0.096,1.125,0.9376,12.8,7,0.884,3.38,0.211,0
0.725,0.609,0.9169,66.8,1,0.26,7.82,0.263,0
0.282,0.513,0.8982,88.8,2,0.506,7.49,0.304,0
0.83,1.118,1.0147,30.6,6,0.039,6.4,0.334,1
0.721,0.971,0.9293,47.1,5,0.913,6.94,0.36,0
0.847,0.914,0.9977,38.9,3,0.675,6.51,0.285,0
0.244,0.345,0.9381,41.2,2,0.623,6.41,0.349,0
0.528,0.418,0.8684,67.7,4,0.733,3.5,0.309,0
0.751,0.875,0.9381,40.3,2,0.284,0.28,0.582,1
0.271,0.488,0.9515,85.3,4,0.604,4.42,0.134,0
0.258,0.503,0.9416,73.2,7,0.801,0.45,0.393,0
0.074,1.001,1.0132,12.2,2,0.09,4.69,0.197,0
0.913,0.557,1.0322,75.5,1,0.959,4.64,0.288,0
0.689,0.364,1.0074,71.8,6,0.892,1.79,0.373,0
0.622,0.333,0.9666,51.3,1,0.963,7.84,0.48,0
0.72,0.699,0.9583,49.7,7,0.808,7.04,0.589,1
0.528,0.855,0.9789,76.8,6,0.294,5.6,0.347,0
0.479,1.082,0.9076,44.0,3,0.582,9.26,0.228,0
0.455,0.4,1.0124,22.8,3,0.12,2.87,0.496,1
0.626,0.477,1.0214,35.0,3,0.754,2.62,0.211,0
0.231,0.777,0.9034,31.2,3,0.154,1.83,0.354,0
0.849,0.628,1.0306,64.5,6,0.867,5.44,0.523,0
0.781,0.734,1.0197,24.3,6,0.241,2.05,0.302,1
0.365,1.132,0.9349,61.6,2,0.16,8.69,0.378,0
0.571,0.79,1.0318,47.3,2,0.071,3.04,0.16,1
0.177,0.674,0.8741,77.2,4,0.711,4.91,0.128,0
0.925,1.19,0.8556,48.8,5,0.186,5.3,0.593,1
0.863,0.359,0.9196,84.4,6,0.198,3.08,0.189,0
0.88,1.139,0.9631,82.0,3,0.17,7.38,0.268,0
0.349,0.751,0.9203,24.8,4,0.306,6.92,0.352,0
0.202,0.753,1.0384,64.9,1,0.941,7.61,0.287,0
0.241,1.13,0.9009,27.2,4,0.487,6.06,0.149,0
0.131,0.757,0.9062,75.9,5,0.261,4.6,0.198,0
0.158,0.695,0.977,60.9,3,0.17,4.49,0.347,1
0.114,0.545,0.8508,33.5,3,0.019,7.17,0.319,0
0.941,0.893,0.9955,29.9,4,0.365,3.77,0.499,1
0.117,0.813,0.9255,44.4,7,0.11,4.37,0.256,0
0.169,0.493,1.0455,74.1,5,0.027,1.64,0.57,1
0.795,0.938,0.9883,73.7,7,0.103,6.8,0.241,0
0.572,0.88,0.8604,12.7,1,0.319,0.77,0.266,0
0.747,0.658,0.8685,34.2,6,0.751,9.91,0.575,0
0.618,0.304,0.8676,43.8,1,0.067,1.44,0.52,1
0.844,0.702,1.0405,56.8,3,0.679,3.83,0.258,0
0.625,0.305,0.9868,22.0,3,0.621,2.38,0.298,0
0.52,0.367,0.9355,36.8,2,0.882,2.91,0.521,0
0.691,0.688,0.8901,80.8,7,0.184,3.22,0.143,0
0.453,0.374,1.0247,48.1,7,0.794,7.18,0.247,0
0.361,0.548,0.8903,69.5,4,0.865,1.77,0.366,0
0.471,0.89,0.9913,48.8,4,0.976,2.64,0.514,0
0.203,0.578,1.0027,47.2,6,0.809,1.01,0.382,0
0.767,1.198,0.9089,59.8,5,0.124,3.31,0.345,0
0.285,1.125,0.951,30.7,4,0.947,9.41,0.581,0
0.188,0.827,0.8946,30.0,6,0.815,3.8,0.158,0
0.272,1.17,0.9258,89.1,2,0.212,7.77,0.49,0
0.808,1.081,1.043,79.5,2,0.165,4.62,0.164,0
0.347,0.587,0.9886,69.0,1,0.936,4.5,0.466,0
0.667,0.975,1.0193,21.0,1,0.156,8.24,0.372,0
0.821,0.423,0.9581,12.4,2,0.777,0.27,0.232,0
0.12,0.916,0.8978,24.0,5,0.405,8.65,0.372,0
0.739,0.742,0.9926,85.0,6,0.724,4.85,0.54,0
0.327,0.315,0.9501,75.3,5,0.092,3.51,0.336,0
0.245,0.547,0.8854,51.8,4,0.725,9.07,0.103,0
0.67,1.16,0.9325,87.5,2,0.512,3.4,0.128,0
0.869,0.584,0.977,21.7,1,0.9,9.78,0.416,0
0.316,0.463,0.9971,54.7,5,0.188,9.36,0.439,0
0.562,0.469,0.8986,24.7,1,0.109,2.68,0.301,1
0.311,0.731,1.0252,34.5,6,0.196,3.41,0.221,1
0.549,1.058,0.9259,85.2,3,0.079,8.12,0.458,0
0.61,0.982,0.9042,79.5,3,0.98,1.96,0.252,0
0.599,0.693,0.889,18.1,1,0.123,7.32,0.137,0
0.611,0.488,1.0108,30.0,2,0.201,1.29,0.305,0
0.172,0.341,0.9208,57.6,1,0.81,2.06,0.37,0
0.674,0.716,0.9467,14.9,6,0.247,5.01,0.583,0
0.657,1.033,0.8946,54.0,4,0.222,7.46,0.396,0
0.664,0.957,0.9872,56.8,6,0.672,7.39,0.204,0
0.117,0.668,1.0062,33.3,4,0.399,6.09,0.516,0
0.452,0.835,0.9179,33.4,7,0.835,2.72,0.246,0
0.418,0.693,1.039,28.3,6,0.638,4.15,0.58,1
0.128,0.821,0.8561,84.9,2,0.288,2.46,0.263,0
0.25,0.766,0.8766,41.1,1,0.598,2.77,0.555,0
0.447,0.913,0.9678,56.8,7,0.866,3.23,0.539,0
0.719,0.757,0.9903,34.1,2,0.364,5.99,0.532,0
0.263,1.147,0.9001,66.2,6,0.736,2.08,0.12,0
0.797,0.685,0.9608,18.1,5,0.416,0.43,0.525,1
0.541,0.314,0.9137,15.7,5,0.543,6.92,0.461,0
0.734,0.513,0.9608,69.5,2,0.734,0.22,0.267,1
0.475,0.751,0.9819,68.1,3,0.061,9.71,0.345,0
0.499,0.787,1.0446,31.2,4,0.455,3.5,0.42,1
0.608,0.797,0.9411,38.4,1,0.095,0.07,0.572,0
0.885,0.943,0.9796,86.6,3,0.725,8.85,0.49,0
0.493,0.547,0.9656,18.3,4,0.608,6.0,0.314,0
0.526,0.898,0.9135,24.7,2,0.327,8.17,0.423,0
0.592,0.934,0.9006,44.4,3,0.076,4.35,0.193,0
0.714,0.67,1.0476,32.6,7,0.926,3.54,0.312,0
0.115,0.662,0.8914,61.9,3,0.315,6.55,0.496,0
0.514,0.461,1.0081,65.2,7,0.275,4.06,0.403,0
0.483,0.673,0.8793,52.1,7,0.101,5.56,0.492,0
0.88,1.008,1.0109,58.9,5,0.577,2.78,0.355,1
0.494,1.118,0.8871,44.7,2,0.266,3.33,0.29,0
0.471,0.834,1.0434,70.8,2,0.843,0.82,0.471,0
0.916,0.569,0.9872,13.4,7,0.683,7.81,0.147,0
0.456,0.914,0.868,35.0,1,0.004,3.49,0.589,1
0.213,0.966,0.9886,64.8,4,0.566,9.75,0.574,0
0.245,0.599,0.9707,36.4,5,0.232,2.6,0.54,0
0.136,1.044,0.9175,16.3,6,0.015,4.75,0.542,0
0.051,0.366,0.9021,37.6,7,0.619,3.06,0.356,0
0.439,0.31,0.9938,66.9,2,0.205,6.94,0.349,0
0.742,0.411,0.9983,19.8,4,0.9,8.08,0.51,0
0.71,0.44,0.9154,68.0,5,0.573,4.87,0.242,0
0.079,1.091,1.0252,72.0,7,0.209,3.67,0.525,0
0.563,0.682,0.9038,60.8,4,0.979,7.45,0.2,0
0.189,0.547,0.864,29.5,1,0.546,1.91,0.54,0
0.897,0.686,0.97,74.4,7,0.165,5.99,0.371,0
0.201,0.655,0.8714,27.2,4,0.517,7.34,0.522,0
0.614,0.571,0.9053,82.5,2,0.959,2.69,0.347,0
0.344,0.424,0.9514,66.5,2,0.424,6.56,0.404,0
0.627,0.89,0.9073,14.4,2,0.425,7.35,0.563,0
0.421,0.423,0.893,73.9,6,0.461,1.17,0.309,0
0.734,0.998,0.9906,50.5,7,0.28,3.24,0.21,1
0.258,0.482,0.9594,46.2,4,0.162,4.06,0.145,0
0.865,0.958,1.018,43.6,1,0.579,7.76,0.395,0
0.5,1.025,0.9662,58.5,7,0.894,5.68,0.406,0
0.73,0.413,0.9467,68.0,5,0.736,4.5,0.41,0
0.815,0.378,0.9023,81.7,4,0.096,3.19,0.119,0
0.949,1.155,1.0084,31.8,1,0.401,0.04,0.114,1
0.252,0.717,0.8894,60.5,7,0.005,0.2,0.548,0
0.308,0.867,0.8984,64.9,1,0.308,2.4,0.448,0
0.275,0.321,1.0183,64.0,5,0.669,1.17,0.157,0
0.287,0.551,0.9982,49.4,5,0.29,1.2,0.137,0
0.574,0.755,0.9726,41.3,4,0.841,6.03,0.181,0
0.944,1.098,0.8578,71.0,4,0.477,6.05,0.503,0
0.941,0.544,0.8755,34.0,3,0.669,0.45,0.462,1
0.524,0.998,0.95,26.6,5,0.884,5.94,0.419,0
0.625,0.896,0.9993,53.7,3,0.683,1.46,0.42,1
0.824,0.404,0.9428,31.4,4,0.897,3.77,0.529,0
0.89,0.564,0.8535,12.7,5,0.808,9.9,0.267,0
0.233,0.514,0.8869,14.1,6,0.567,5.22,0.261,0
0.526,0.698,0.9678,65.6,2,0.297,0.34,0.313,1
0.8,0.872,0.9888,87.9,7,0.298,3.48,0.595,0
0.323,0.69,0.8567,46.4,1,0.875,6.71,0.377,0
0.446,0.52,0.8587,21.8,2,0.054,2.25,0.373,0
0.937,0.926,0.9023,75.4,3,0.941,9.64,0.505,0
0.937,0.826,0.8667,30.9,3,0.327,4.25,0.189,1
0.865,0.767,0.9584,89.7,3,0.739,0.21,0.303,0
0.769,0.799,0.8747,55.1,3,0.33,5.41,0.421,0
0.292,0.5,0.9796,28.6,4,0.953,6.76,0.594,0
0.339,0.912,1.0054,49.7,6,0.036,4.56,0.177,1
0.543,0.649,1.0441,36.8,6,0.353,9.28,0.326,0
0.555,0.627,1.0397,72.4,3,0.867,9.02,0.553,0
0.505,0.435,0.9047,18.5,2,0.274,1.39,0.463,0
0.623,0.837,0.8559,78.6,5,0.276,0.8,0.407,0
0.417,0.842,0.9159,71.4,1,0.899,3.12,0.229,0
0.724,0.606,0.9917,78.9,4,0.831,6.08,0.194,0
0.35,1.074,0.862,81.6,2,0.106,6.02,0.287,0
0.348,1.061,0.9219,28.4,5,0.58,2.72,0.228,0
0.165,0.398,0.9096,51.7,1,0.223,9.51,0.504,0
0.22,0.926,0.8939,78.0,6,0.215,3.07,0.46,0
0.815,0.654,0.9912,40.2,2,0.615,8.04,0.518,0
0.452,1.2,0.9818,14.8,4,0.124,8.32,0.186,1
0.255,0.503,0.9571,33.3,5,0.47,0.98,0.255,0
0.733,0.552,1.0322,29.4,4,0.256,2.33,0.484,1
0.549,0.698,0.8706,79.6,4,0.854,2.15,0.182,0
0.069,0.542,0.8799,47.1,2,0.554,9.2,0.173,0
0.335,0.923,0.9267,64.7,6,0.215,3.51,0.292,0
0.209,0.733,0.9812,87.0,4,0.926,8.36,0.193,0
0.64,0.499,0.9668,33.9,2,0.823,4.78,0.139,0
0.298,0.756,0.8648,70.9,2,0.265,4.57,0.256,0
0.108,1.1,1.0417,11.8,4,0.961,9.03,0.538,0
0.099,1.013,0.911,18.3,6,0.268,4.41,0.128,1
0.574,0.749,0.9218,22.9,7,0.293,7.45,0.383,0
0.07,0.56,0.9747,35.0,3,0.386,4.24,0.382,0
0.814,0.462,1.039,42.2,3,0.165,1.02,0.365,0
0.19,1.091,0.9825,48.2,1,0.687,0.53,0.353,0
0.596,0.939,1.041,29.6,4,0.557,2.08,0.109,1
0.45,0.815,0.8875,15.3,2,0.894,7.22,0.124,0
0.449,1.091,0.9738,64.2,6,0.241,3.74,0.356,0
0.115,0.41,1.0158,11.9,4,0.17,4.54,0.584,0
0.772,0.914,0.9518,74.8,2,0.359,1.02,0.304,0
0.854,0.495,0.9224,84.3,7,0.146,6.23,0.336,0
0.06,0.409,1.047,66.8,6,0.946,8.03,0.591,0
0.211,0.719,0.8782,57.7,3,0.717,6.25,0.49,0
0.864,0.649,0.9322,62.6,1,0.796,9.85,0.485,0
0.545,1.147,1.0247,62.2,2,0.748,0.16,0.352,0
0.185,0.592,1.0301,84.5,3,0.243,0.16,0.549,0
0.233,1.033,1.0461,87.1,3,0.141,5.0,0.391,0
0.644,0.974,1.027,44.1,6,0.429,2.66,0.428,1
0.702,0.901,0.8602,59.4,7,0.829,6.87,0.494,0
0.589,1.128,1.036,74.2,6,0.331,7.93,0.303,1
0.908,0.667,0.9356,10.1,6,0.01,1.02,0.577,1
0.495,0.651,0.9803,52.2,1,0.66,9.17,0.594,0
0.32,0.445,0.9289,62.2,2,0.2,0.3,0.394,0
0.48,0.548,1.0127,67.4,7,0.543,6.88,0.211,0
0.374,1.092,0.9652,39.5,5,0.015,3.85,0.487,1
0.252,0.727,1.0191,33.7,2,0.509,6.67,0.261,0
0.091,0.607,0.8888,24.6,6,0.394,0.98,0.389,0
0.367,0.495,0.887,54.6,2,0.88,9.37,0.143,0
0.69,0.736,0.9381,83.5,6,0.722,9.37,0.504,0
0.067,0.945,0.851,81.7,7,0.036,5.19,0.58,0
0.445,0.558,0.9886,38.8,4,0.79,5.1,0.147,0
0.63,0.982,0.9092,30.6,5,0.791,6.35,0.466,0
0.599,0.867,0.9615,73.1,6,0.663,5.8,0.53,0
0.749,1.009,0.864,68.0,7,0.929,5.44,0.155,0
0.779,0.526,0.8841,50.4,5,0.803,5.89,0.223,0
0.691,0.868,0.9746,41.1,3,0.219,8.59,0.296,0
0.143,0.438,0.9111,19.9,2,0.382,6.11,0.518,0
0.478,0.627,0.8929,72.8,3,0.35,1.96,0.347,0
0.593,0.952,0.8958,59.4,1,0.505,9.14,0.168,0
0.271,0.869,0.893,40.2,5,0.954,2.16,0.228,0
0.088,0.469,0.9746,83.5,3,0.616,1.65,0.334,0
0.251,1.073,0.8835,62.8,5,0.313,9.97,0.12,0
0.459,0.348,0.9225,84.3,1,0.942,2.13,0.415,0
0.423,0.836,0.9876,48.0,3,0.7,1.0,0.113,0
0.209,1.185,0.9527,46.4,3,0.266,5.62,0.49,0
0.792,0.778,0.9695,85.0,1,0.907,8.27,0.467,0
0.883,1.021,0.9002,86.8,6,0.344,0.61,0.533,1
0.231,0.836,1.0365,86.9,5,0.516,4.9,0.179,0
0.887,1.005,0.9328,75.5,6,0.479,0.69,0.401,1
0.066,0.89,0.9074,47.0,6,0.924,4.29,0.491,0
0.882,0.922,1.0309,26.8,1,0.266,3.44,0.358,1
0.907,0.505,0.9811,40.7,7,0.333,1.37,0.165,1
0.061,0.968,0.9728,85.1,1,0.66,9.31,0.149,0
0.737,0.514,1.0273,39.1,7,0.887,6.35,0.403,0
0.923,1.183,0.8617,70.5,5,0.115,8.43,0.349,0
0.865,0.505,1.0175,83.8,6,0.21,9.06,0.565,0
0.924,0.513,0.9856,87.6,4,0.948,9.3,0.517,0
0.545,1.073,0.922,85.8,2,0.777,7.48,0.462,0
0.12,0.519,0.9013,54.4,2,0.346,3.07,0.591,0
0.815,0.625,0.871,49.4,1,0.358,8.29,0.447,0
0.602,0.943,1.0382,89.0,6,0.47,5.2,0.146,0
0.603,0.443,0.8784,27.5,4,0.674,2.72,0.139,0
0.426,0.443,0.9019,25.0,2,0.561,3.86,0.508,0
0.565,0.738,0.9882,87.1,1,0.776,3.01,0.28,0
0.188,0.519,0.992,65.1,1,0.054,4.66,0.562,0
0.716,0.512,0.8822,52.9,2,0.819,7.81,0.159,0
0.118,0.308,1.0128,20.6,6,0.058,4.85,0.199,1
0.707,0.633,0.9521,51.1,7,0.881,2.68,0.487,1
0.814,0.586,1.0197,85.5,5,0.043,0.87,0.524,0
0.475,0.328,0.8675,58.2,7,0.128,8.56,0.534,0
0.509,0.859,0.8586,42.4,3,0.18,4.17,0.15,0
0.331,0.864,0.9774,54.1,3,0.223,4.42,0.291,0
0.923,0.364,0.88,80.9,5,0.402,7.64,0.423,0
0.71,0.585,0.955,83.0,1,0.655,8.5,0.559,0
0.382,1.086,0.8528,42.0,7,0.893,5.11,0.22,0
0.207,0.824,1.006,58.6,6,0.525,6.32,0.4,0
0.248,0.671,1.0299,32.3,1,0.532,2.39,0.172,0
0.468,0.719,1.0178,46.1,2,0.319,9.35,0.474,0
0.898,0.487,1.0417,27.6,5,0.801,5.68,0.164,0
0.711,1.031,1.0306,52.5,6,0.11,7.2,0.6,1
0.244,1.123,0.9388,56.3,2,0.301,1.14,0.146,1
0.824,1.12,0.9297,37.0,6,0.097,6.37,0.443,1
0.39,0.502,1.0292,31.8,4,0.214,3.69,0.489,0
0.817,0.58,1.0354,22.1,5,0.587,4.5,0.229,0
0.268,0.445,1.0446,21.2,3,0.126,6.82,0.227,0
0.607,0.576,1.0037,66.9,4,0.101,7.96,0.398,0
0.884,0.6,0.8904,27.7,3,0.826,3.49,0.415,1
0.282,0.87,1.039,19.4,2,0.118,8.73,0.46,0
0.674,0.471,1.0394,89.9,2,0.608,2.19,0.39,0
0.939,1.127,0.9832,30.8,2,0.352,5.63,0.187,1
0.186,0.393,1.0215,81.7,6,0.896,1.51,0.562,0
0.13,0.306,0.9622,58.7,3,0.708,2.89,0.183,0
0.657,1.069,1.0388,67.2,3,0.059,8.95,0.383,0
0.356,0.933,0.8688,54.9,6,0.895,0.12,0.56,0
0.114,0.62,1.0228,24.5,7,0.414,9.16,0.556,0
0.478,0.836,0.8611,77.8,2,0.298,3.28,0.184,0
0.728,0.501,0.9178,76.2,3,0.673,6.96,0.219,0
0.307,0.452,0.8771,38.0,3,0.718,0.92,0.401,1
0.352,0.724,0.9458,71.1,6,0.303,6.41,0.269,0
0.811,0.618,0.8964,53.4,5,0.352,9.09,0.465,0
0.518,0.854,1.0404,82.7,4,0.156,5.55,0.361,0
0.808,0.496,0.9619,74.2,2,0.593,3.62,0.233,0
0.452,0.897,1.0295,13.3,3,0.957,7.94,0.306,1
0.908,0.99,0.9056,80.3,1,0.417,7.13,0.446,0
0.636,0.45,0.8552,87.5,5,0.996,1.18,0.493,0
0.154,0.339,1.0051,69.4,7,0.176,6.66,0.285,0
0.847,0.696,0.9905,19.6,6,0.796,6.65,0.152,0
0.49,0.997,0.9591,74.6,3,0.928,7.52,0.277,0
0.177,0.886,1.0131,61.8,4,0.688,3.16,0.415,1
0.187,0.932,1.018,37.1,7,0.109,4.01,0.48,1
0.669,0.663,0.9676,80.7,3,0.327,9.6,0.54,0
0.093,0.511,1.0432,55.2,6,0.086,5.73,0.581,0
0.308,0.779,0.9939,78.2,5,0.602,5.09,0.365,0
0.176,0.484,0.9854,63.6,4,0.998,9.87,0.54,0
0.447,0.954,0.9223,33.1,5,0.375,2.3,0.231,1
0.423,0.477,0.8505,88.0,2,0.163,3.98,0.38,0
0.52,0.562,0.8982,55.7,3,0.269,7.6,0.37,0
0.302,0.756,1.0028,51.3,3,0.571,7.13,0.484,0
0.079,0.738,0.992,42.3,6,0.569,9.67,0.487,0
0.603,0.841,0.9162,20.9,5,0.23,6.54,0.243,0
0.386,0.694,0.9751,64.9,3,0.751,3.13,0.543,0
0.636,1.128,0.8891,44.5,6,0.088,3.98,0.546,0
0.148,1.056,0.9027,84.8,4,0.623,0.9,0.574,0
0.062,1.091,1.0395,87.2,7,0.426,9.24,0.329,0
0.273,0.867,0.9326,71.4,5,0.127,1.29,0.594,0
0.461,0.872,0.899,29.4,7,0.634,5.46,0.492,1
0.405,0.848,0.9474,67.3,7,0.673,4.01,0.427,0
0.779,0.691,0.9274,11.6,3,0.44,1.34,0.316,1
0.39,0.59,0.9959,76.1,2,0.798,2.93,0.521,0
0.527,0.833,1.0424,49.5,6,0.509,6.34,0.482,0
0.584,0.323,0.9683,84.9,2,0.286,0.31,0.393,0
0.07,0.307,0.9682,40.2,6,0.954,9.66,0.599,0
0.514,1.066,0.923,31.1,2,0.944,9.09,0.225,0
0.36,0.342,0.9629,89.6,7,0.096,0.85,0.421,0
0.429,0.772,0.9139,52.5,5,0.946,8.68,0.261,0
0.14,0.853,0.8502,79.1,4,0.775,3.29,0.329,0
0.755,0.478,1.0232,82.9,4,0.107,0.68,0.269,0
0.898,1.106,0.9359,51.5,5,0.519,3.06,0.267,0
0.07,0.471,0.9484,46.5,3,0.035,8.09,0.288,0
0.591,1.096,0.8667,54.2,3,0.589,6.66,0.128,0
0.737,0.987,1.0174,77.8,2,0.933,2.39,0.12,0
0.306,0.517,0.8841,87.2,2,0.368,7.19,0.462,0
0.759,0.436,0.9321,36.3,7,0.509,7.08,0.255,0
0.619,0.585,1.0181,69.1,6,0.228,7.43,0.111,0
0.886,0.658,0.9416,32.8,4,0.541,5.41,0.141,1
0.933,0.521,1.0362,58.9,6,0.803,8.19,0.198,0
0.088,1.199,0.8919,74.4,5,0.215,6.41,0.124,0
0.45,0.507,0.993,80.9,5,0.553,1.25,0.573,0
0.542,1.048,1.0456,45.9,1,0.355,8.1,0.384,0
0.182,0.443,0.9599,39.6,4,0.748,3.24,0.297,0
0.353,1.182,0.9884,30.3,1,0.702,7.05,0.366,0
0.939,0.503,0.9286,20.7,5,0.699,6.75,0.156,0
0.065,0.68,1.0003,39.2,1,0.378,3.36,0.451,0
0.457,0.803,1.0318,79.8,4,0.599,1.62,0.585,0
0.808,0.408,0.9906,43.5,3,0.651,6.95,0.165,0
0.342,1.035,1.0372,35.4,1,0.681,8.49,0.176,0
0.482,0.547,0.9677,69.1,4,0.575,8.38,0.414,0
0.93,0.794,0.9654,27.2,2,0.867,6.27,0.176,0
0.477,0.795,0.9109,30.5,2,0.249,2.27,0.163,1
0.168,0.842,0.9919,84.9,7,0.056,3.16,0.435,0
0.097,0.35,1.0264,16.5,3,0.963,7.55,0.409,0
0.901,0.452,0.9793,43.2,3,0.061,4.11,0.209,1
0.289,0.445,0.8966,56.1,1,0.903,7.32,0.512,0
0.504,0.572,0.9588,28.4,3,0.612,3.09,0.153,1
0.132,0.43,1.0012,32.5,3,0.919,0.06,0.266,0
0.431,1.13,1.0379,27.7,6,0.565,6.03,0.469,1
0.887,0.762,0.8813,37.6,1,0.821,6.01,0.407,0
0.502,0.861,0.8755,81.9,7,0.721,6.28,0.4,0
0.924,0.622,0.9326,44.5,1,0.525,2.68,0.443,0
0.283,0.549,0.8751,43.4,5,0.363,8.11,0.423,0
0.504,0.753,1.0461,40.9,1,0.003,4.87,0.537,1
0.824,0.565,0.9349,87.1,6,0.251,7.62,0.384,0
0.453,0.609,0.9567,19.4,5,0.952,6.11,0.301,0
0.302,0.707,0.8954,79.8,6,0.275,4.16,0.483,0
0.82,0.755,0.9398,36.2,7,0.752,6.8,0.23,0
0.401,1.186,1.0469,86.5,6,0.508,5.75,0.48,1
0.528,0.501,0.9477,35.2,5,0.309,5.11,0.24,1
0.929,0.739,0.8518,16.6,6,0.991,6.49,0.34,0
0.218,0.435,0.8985,51.6,1,0.047,0.86,0.47,0
0.321,0.615,1.0457,28.2,5,0.582,9.1,0.414,0
0.078,0.946,1.0478,70.2,7,0.462,3.35,0.143,0
0.403,0.457,0.8921,62.6,3,0.077,2.25,0.323,0
0.23,0.823,0.9731,64.9,7,0.214,7.72,0.506,0
0.662,0.675,0.8654,25.5,4,0.694,2.31,0.598,0
0.213,0.346,0.9655,66.7,4,0.108,9.96,0.333,0
0.657,1.14,0.8752,34.9,3,0.801,4.2,0.143,0
0.287,0.672,1.0137,89.9,1,0.625,2.97,0.283,0
0.37,1.006,1.0379,68.5,7,0.101,0.62,0.345,1
0.364,0.675,0.8846,57.2,6,0.287,0.42,0.137,0
0.695,1.144,0.9425,79.4,3,0.137,0.95,0.532,1
0.47,0.561,0.8704,57.1,7,0.798,0.05,0.369,0
0.375,0.671,0.9178,54.2,2,0.533,3.27,0.308,0
0.817,0.983,0.863,29.0,6,0.003,3.1,0.299,1
0.565,0.609,0.9029,64.2,4,0.543,4.3,0.114,0
0.242,0.628,1.048,40.0,5,0.483,2.33,0.359,1
0.86,1.195,0.8589,13.4,1,0.643,0.63,0.338,1
0.358,0.8,1.0218,75.3,5,0.035,0.71,0.273,0
0.085,0.92,0.8655,14.1,5,0.035,1.82,0.429,0
0.495,0.879,0.9558,63.8,7,0.349,3.17,0.306,1
0.162,1.045,0.9404,22.5,3,0.689,1.48,0.386,0
0.265,1.076,1.0363,44.6,1,0.667,3.65,0.543,0
0.722,0.807,0.8898,78.7,1,0.278,9.22,0.282,0
0.168,0.565,0.8859,17.6,2,0.216,2.62,0.299,0
0.776,0.321,0.9997,63.4,3,0.683,1.68,0.533,0
0.893,0.853,0.9951,59.0,6,0.027,6.65,0.279,0
0.596,1.043,0.9898,79.4,2,0.557,4.91,0.32,0
0.689,0.705,0.8552,23.8,2,0.424,0.47,0.5,0
0.692,0.448,0.902,74.0,1,0.239,7.88,0.396,0
0.944,0.559,1.018,46.0,3,0.52,7.15,0.567,0
0.357,0.759,0.9702,44.3,5,0.217,9.77,0.335,0
0.197,1.053,0.9704,38.9,2,0.564,9.38,0.34,0
